1880,32,1,2,1,1
4583,32,1,2,0,1
7476,50,0,1,1,1
2346,35,1,2,1,1
3973,22,0,1,0,1
10222,37,1,1,1,1
4221,28,1,2,0,1
6361,41,1,1,1,1
1297,23,0,1,0,1
2241,50,1,2,0,1
1050,35,1,2,1,1
1047,50,1,1,0,1
6314,27,1,2,1,1
3496,34,1,1,1,1
3609,27,1,1,0,1
3017,47,1,1,0,1
4139,27,1,2,1,1
5742,31,1,2,1,1
10366,42,1,1,1,1
2080,24,1,1,0,1
4530,26,0,1,1,1
5150,33,1,1,1,1
2384,64,0,1,0,1
1453,26,1,1,0,1
1538,56,1,1,0,1
2279,37,0,1,1,1
1478,33,1,2,0,1
5103,47,0,3,1,1
9857,31,1,2,1,1
6527,34,0,1,1,1
1347,27,1,2,1,1
2862,30,0,1,0,1
2753,35,1,1,1,1
3651,31,1,1,0,1
975,25,1,2,0,1
2631,25,1,1,0,1
2896,29,1,1,0,1
4716,44,1,2,0,1
2284,28,1,1,1,1
1236,50,0,1,0,1
1103,29,1,2,0,1
926,38,1,1,0,1
1800,24,1,2,0,1
1905,40,0,1,1,1
1377,47,0,1,1,1
2503,41,1,2,0,1
2528,32,1,1,1,1
5324,35,0,1,0,1
1206,25,1,1,0,1
2118,37,1,1,0,1
629,32,1,2,1,1
2476,46,1,1,1,1
1138,25,1,2,0,1
7596,63,1,2,0,1
3077,40,1,2,1,1
1505,32,0,1,1,1
3148,31,1,2,1,1
6148,31,1,2,1,1
790,66,1,1,0,1
250,41,1,2,0,1
1316,47,1,2,0,1
1275,36,1,2,1,1
6403,33,1,1,0,1
760,44,1,1,0,1
2603,28,0,1,1,1
3380,37,1,1,0,1
3990,29,1,1,0,1
4380,35,1,1,1,1
6761,45,1,2,1,1
2325,32,1,1,0,1
1048,23,1,1,0,1
3160,41,1,1,1,1
2483,22,1,1,1,1
14179,30,1,2,1,1
1797,28,1,2,0,1
2511,23,0,1,0,1
5248,26,1,1,0,1
3029,33,1,1,0,1
428,49,1,1,1,1
841,23,0,1,0,1
5771,25,1,2,0,1
1299,74,1,3,0,1
1393,31,1,1,1,1
5045,59,1,1,1,1
2214,24,1,1,0,1
2463,27,1,2,1,1
1155,40,1,2,0,1
2901,31,0,1,0,1
3617,28,0,3,1,1
1655,63,1,2,1,1
2812,26,0,1,0,1
3275,36,1,1,1,1
2223,52,1,2,0,1
1480,66,0,3,0,1
3535,37,1,2,1,1
3509,25,1,1,0,1
5711,38,1,2,1,1
3872,67,1,1,1,1
1940,60,1,1,1,1
1410,31,1,1,1,1
6468,60,1,1,1,1
1941,35,1,1,1,1
2675,40,1,1,0,1
2751,38,1,2,1,1
6313,41,1,1,1,1
1221,27,1,2,0,1
2892,51,0,1,0,1
3062,32,0,1,1,1
2301,22,0,1,0,1
1258,22,0,2,0,1
717,54,1,2,1,1
1549,35,1,1,0,1
1597,54,0,2,0,1
1795,48,0,2,1,1
4272,24,1,2,0,1
976,35,1,2,0,1
7472,24,0,1,0,1
590,26,1,1,0,1
930,65,1,4,0,1
9283,55,0,1,1,1
907,26,1,1,1,1
484,28,1,1,0,1
7432,54,0,1,0,1
1338,62,1,1,0,1
1554,24,0,2,1,1
15857,43,1,1,0,1
1101,27,1,2,1,1
3016,24,1,1,0,1
731,47,1,2,0,1
3780,35,1,2,1,1
1602,30,1,2,1,1
6681,38,0,1,1,1
2375,44,1,2,1,1
5084,42,1,1,1,1
886,21,1,1,0,1
601,23,0,1,0,1
2957,63,1,2,1,1
2611,46,1,2,0,1
2993,28,1,2,0,1
1559,50,1,1,1,1
3422,47,1,3,1,1
3976,35,1,1,1,1
1249,28,1,1,0,1
1364,59,1,1,0,1
4042,43,1,2,1,1
1471,35,0,2,1,1
10875,45,1,2,1,1
1474,33,1,1,1,1
894,40,1,1,1,1
3343,28,0,1,1,1
3577,26,0,1,0,1
5804,27,1,2,0,1
4526,32,1,2,1,1
2221,20,0,1,0,1
2389,27,1,1,0,1
3331,42,1,1,0,1
7409,37,1,2,0,1
652,24,0,1,0,1
7678,40,1,2,1,1
1343,46,1,2,0,1
1382,26,1,2,1,1
874,24,1,1,0,1
3590,29,1,1,0,1
1322,40,1,2,0,1
1940,36,0,1,1,1
3595,28,1,1,0,1
6742,36,1,2,0,1
7814,38,1,1,1,1
9277,48,0,1,1,1
2181,36,1,2,0,1
1098,65,1,2,0,1
2825,34,1,2,1,1
6614,34,1,2,1,1
7824,40,0,2,1,1
2442,43,1,4,1,1
1829,46,1,2,1,1
2171,38,1,2,0,1
5800,34,1,2,1,1
1169,29,1,2,1,1
8947,31,1,1,1,1
2606,28,0,1,1,1
1592,35,1,1,0,1
2186,33,0,1,0,1
3485,44,1,2,1,1
10477,42,0,2,0,1
1386,40,0,1,1,1
1278,36,1,1,1,1
1107,20,0,1,1,1
3763,24,1,1,0,1
3711,27,1,1,0,1
3594,46,1,2,0,1
3195,33,1,1,0,1
4454,34,1,2,0,1
2991,25,1,1,0,1
2142,28,1,1,1,1
2848,32,1,1,0,1
1817,28,1,2,0,1
12749,37,1,1,1,1
2002,30,0,1,1,1
1049,21,0,1,0,1
1867,58,1,1,1,1
1344,43,1,2,0,1
1747,24,1,1,0,1
1224,30,1,2,0,1
522,42,1,2,1,1
1498,23,1,1,0,1
2063,30,0,1,1,1
6842,46,1,2,1,1
3527,45,1,1,1,1
1546,31,1,1,0,1
929,31,1,1,1,1
1455,42,1,3,0,1
1845,46,0,1,0,1
8358,30,1,2,0,1
2859,38,1,1,1,1
3590,40,1,3,1,1
1893,29,1,1,1,1
1231,57,0,2,1,1
3656,49,1,2,0,1
1154,37,1,3,0,1
3069,30,0,1,0,1
1740,30,0,2,0,1
2353,47,1,2,0,1
3556,29,1,1,0,1
454,22,1,1,0,1
1715,26,1,1,0,1
3568,54,0,1,1,1
7166,29,0,1,1,1
3939,40,1,2,0,1
1514,22,1,1,0,1
7393,43,1,1,0,1
2831,33,1,1,1,1
1258,57,1,1,0,1
753,64,1,1,0,1
2427,42,1,2,0,1
2923,28,1,1,1,1
2028,30,1,2,0,1
1433,25,0,2,0,1
6289,33,1,2,0,1
1409,64,1,1,0,1
6579,29,0,1,1,1
1743,48,1,2,0,1
3565,37,1,2,0,1
1569,34,1,1,0,1
1936,23,0,2,0,1
3959,30,1,1,1,1
2390,50,1,1,1,1
1736,31,1,1,0,1
3857,40,1,1,1,1
804,38,1,1,0,1
4576,27,1,1,0,1
5951,22,1,1,0,0
4870,53,0,2,0,0
5234,28,1,2,0,0
1295,25,0,1,0,0
4308,24,0,1,0,0
1199,60,1,2,0,0
1282,32,1,1,0,0
12579,44,0,1,1,0
6836,63,1,2,1,0
4746,25,1,2,0,0
2100,37,1,1,0,0
6143,58,0,2,0,0
2225,57,0,2,1,0
6468,52,1,1,1,0
6229,23,0,2,1,0
1953,61,0,1,1,0
14421,25,1,1,1,0
1819,37,0,1,1,0
1977,40,1,1,1,0
3965,34,1,1,0,0
5943,44,1,2,1,0
12612,47,0,1,1,0
1108,28,1,2,0,0
797,33,1,1,0,0
15945,58,0,1,1,0
11938,39,1,2,1,0
6458,39,1,2,1,0
7855,25,1,2,1,0
7174,30,1,1,1,0
4281,23,1,2,0,0
1835,25,1,2,1,0
1924,27,0,1,0,0
639,30,1,1,0,0
3499,29,1,2,0,0
6887,29,1,1,1,0
766,66,1,1,0,0
2462,22,1,1,0,0
1282,20,0,1,0,0
1131,33,1,1,0,0
1935,31,1,2,1,0
950,33,0,2,0,0
2064,34,1,1,1,0
3414,26,1,2,0,0
7485,53,1,1,1,0
9572,28,1,2,0,0
4455,30,1,2,1,0
1647,40,1,2,0,0
884,36,1,1,1,0
5129,74,0,1,1,0
674,20,1,1,0,0
4591,54,1,3,1,0
3844,34,0,1,0,0
3915,36,1,1,1,0
3031,21,0,1,0,0
1501,34,1,2,1,0
951,27,0,4,0,0
4297,40,1,1,1,0
902,21,0,1,0,0
5293,50,1,2,1,0
1908,66,1,1,1,0
10961,27,1,2,1,0
7865,53,0,1,1,0
1478,22,1,1,0,0
4210,26,1,1,0,0
1823,30,1,1,0,0
14555,23,1,1,1,0
2767,61,0,2,0,0
915,29,1,1,0,0
4605,24,0,2,0,0
433,22,0,1,0,0
2150,24,1,1,0,0
2149,29,0,1,0,0
802,37,1,1,0,0
8978,45,1,1,1,0
3060,28,1,2,0,0
11998,34,1,1,1,0
4611,32,1,1,0,0
1024,48,1,1,0,0
9398,28,0,1,1,0
9960,26,1,1,1,0
3804,42,1,1,1,0
1344,37,1,2,0,0
10127,44,0,1,0,0
727,33,1,1,1,0
1237,24,1,1,0,0
685,25,1,1,0,0
2746,31,1,1,0,0
4249,28,1,2,0,0
1938,32,1,1,0,0
1864,30,1,2,0,0
7408,24,1,1,0,0
11590,24,0,2,0,0
4110,23,0,2,0,0
3384,44,0,1,1,0
1275,24,0,1,0,0
1136,32,0,2,0,0
959,29,1,1,0,0
6199,28,0,2,1,0
1246,23,1,1,0,0
4463,26,1,2,1,0
2406,23,0,1,0,0
2473,25,1,1,0,0
3446,42,1,1,0,0
14782,60,0,2,1,0
7685,37,0,1,0,0
14318,57,0,1,1,0
12976,38,0,1,1,0
1223,46,0,2,0,0
8648,27,1,2,1,0
2039,22,1,1,1,0
939,28,1,3,1,0
2292,42,1,2,1,0
1381,35,1,1,0,0
2579,33,1,1,0,0
1042,33,1,1,0,0
2762,25,1,1,1,0
1190,55,0,3,0,0
11328,29,1,2,1,0
1484,25,1,1,1,0
609,26,1,1,0,0
719,41,1,1,0,0
5096,30,1,1,1,0
1842,34,1,1,1,0
1512,61,1,2,0,0
4817,31,1,1,1,0
3386,35,0,1,1,0
1659,29,0,1,1,0
3092,22,0,1,1,0
448,23,1,1,0,0
654,28,1,1,0,0
1245,33,1,1,0,0
3114,26,0,1,0,0
1209,47,1,1,1,0
8318,42,0,2,1,0
2996,20,1,1,0,0
9034,29,0,1,1,0
3123,27,1,1,0,0
1216,38,1,2,0,0
1207,24,0,1,0,0
1309,27,1,1,0,0
6850,34,1,1,1,0
759,26,1,1,0,0
7127,23,0,2,1,0
3190,24,1,1,0,0
7119,53,0,2,0,0
2302,31,0,1,0,0
2631,28,0,2,1,0
2319,33,0,1,0,0
7763,42,0,1,0,0
1534,23,0,1,0,0
6350,31,1,1,0,0
2864,34,1,1,0,0
1333,43,0,2,0,0
626,24,1,1,0,0
6999,34,1,2,1,0
1331,22,1,1,0,0
2278,28,1,2,0,0
5003,29,1,2,1,0
3552,27,1,1,0,0
1928,31,1,2,0,0
1546,24,0,1,0,0
12389,37,0,1,1,0
1372,36,1,1,0,0
6758,31,1,1,1,0
3234,23,0,1,1,0
2820,27,1,2,0,0
1056,30,1,2,0,0
2384,33,0,1,0,0
2039,20,0,1,0,0
1217,47,1,1,1,0
2246,60,1,2,0,0
2718,20,0,1,1,0
1358,40,1,1,1,0
931,32,1,1,0,0
1442,23,0,2,0,0
4241,36,1,3,1,0
2775,31,1,2,0,0
918,30,1,1,0,0
1837,34,0,1,0,0
3349,28,1,1,1,0
2671,50,0,1,0,0
741,22,1,1,0,0
1240,48,0,1,0,0
1808,22,1,1,0,0
3441,21,0,1,0,0
1530,32,1,2,0,0
3914,38,1,1,0,0
2600,65,0,2,0,0
1437,29,1,1,0,0
1553,44,1,1,0,0
1980,19,0,2,0,0
1355,25,1,1,1,0
4370,26,1,2,1,0
750,27,1,1,0,0
4623,40,1,1,1,0
7980,27,0,2,1,0
1386,26,1,1,0,0
947,38,0,1,0,0
684,40,0,1,0,0
1922,37,1,1,0,0
2303,45,1,1,0,0
8086,42,1,4,1,0
888,41,1,1,0,0
900,23,1,1,0,0
4843,43,0,2,1,0
2580,41,1,1,0,0
5595,24,1,1,0,0
1123,29,0,1,0,0
6331,46,0,2,1,0
6560,24,1,1,0,0
2969,25,0,2,0,0
1198,35,0,1,0,0
14027,27,1,1,1,0
1337,34,1,2,1,0
433,24,0,1,0,0
1228,24,1,1,0,0
2570,21,0,1,0,0
1882,25,0,2,0,0
6416,59,0,1,0,0
1987,21,0,1,0,0
11560,23,0,2,0,0
4280,26,0,2,0,0
1274,37,1,1,0,0
976,23,1,1,0,0
1555,55,0,2,0,0
1285,32,0,1,0,0
1271,39,0,2,1,0
691,35,1,2,0,0
2124,24,0,2,0,0
12680,30,0,1,1,0
3108,31,1,1,0,0
8065,25,1,2,1,0
1371,25,0,1,0,0
4933,25,1,2,0,0
836,23,1,1,0,0
6224,50,0,1,0,0
5998,27,1,1,1,0
1188,39,1,1,0,0
7511,51,0,1,1,0
9271,24,1,1,1,0
1778,26,0,2,0,0
9629,24,1,2,1,0
3051,54,1,1,0,0
3931,46,0,1,0,0
1345,26,1,1,0,0
2712,41,1,1,0,0
3966,33,0,3,1,0
4165,36,1,2,0,0
8335,47,0,1,0,0
1216,23,0,1,1,0
11816,29,0,2,0,0
2327,25,1,1,0,0
1082,48,1,2,0,0
5179,29,1,1,0,0
1943,23,1,1,0,0
6761,68,0,2,0,0
709,57,1,1,0,0
2235,33,0,2,0,0
1442,32,0,2,0,0
3959,29,1,1,1,0
2169,28,1,1,1,0
2439,35,1,1,1,0
2210,25,0,1,0,0
1422,27,0,1,1,0
4057,43,1,1,1,0
795,53,1,1,0,0
15672,23,1,1,1,0
4153,42,1,1,0,0
2625,43,0,1,1,0
4736,25,1,1,0,0
3161,31,0,1,1,0
18424,32,1,1,1,0
14896,68,1,1,1,0
2359,33,1,1,0,0
3345,39,0,1,1,0
1366,22,0,1,0,0
6872,55,1,1,1,0
697,46,1,2,1,0
10297,39,0,3,1,0
1670,22,1,1,1,0
1919,30,1,2,0,0
745,28,1,1,0,0
6288,42,0,1,0,0
3349,30,0,1,1,0
1533,43,1,1,0,0
3621,31,1,2,0,0
2145,24,1,2,1,0
4113,28,0,1,0,0
10974,26,1,2,1,0
4006,45,1,1,0,0
2397,35,1,2,1,0
2520,23,1,2,0,0
1193,29,0,2,0,0
7297,36,0,1,0,0
2538,47,1,2,0,0
1264,25,0,1,0,0
8386,49,1,1,0,0
4844,33,0,1,1,0
8229,26,1,1,0,0
1845,23,0,1,1,0
